DISTRICT,DD003AMA1219R,DD003ARE1219R,DD203AMA1219R,DD203ARE1219R,DD303AMA1219R,DD303ARE1219R,DD403AMA1219R,DD403ARE1219R,DDA03AMA1219R,DDA03ARE1219R,DDB03AMA1219R,DDB03ARE1219R,DDE03AMA1219R,DDE03ARE1219R,DDF03AMA1219R,DDF03ARE1219R,DDH03AMA1219R,DDH03ARE1219R,DDI03AMA1219R,DDI03ARE1219R,DDL03AMA1219R,DDL03ARE1219R,DDM03AMA1219R,DDM03ARE1219R,DDR03AMA1219R,DDR03ARE1219R,DDS03AMA1219R,DDS03ARE1219R,DDW03AMA1219R,DDW03ARE1219R,DNC03AMA1219R,DNC03ARE1219R,DNM03AMA1219R,DNM03ARE1219R,DNS03AMA1219R,DNS03ARE1219R
'099903,.,.,-1,-1,.,.,.,.,41,41,.,.,35,45,53,40,36,36,.,.,.,.,32,41,-1,-1,17,33,41,41,41,38,40,60,-1,-1
'100903,-1,-1,.,.,-1,-1,.,.,35,38,18,18,26,24,31,46,60,20,.,.,-1,-1,38,32,13,9,-1,-1,35,43,40,40,24,29,0,14
'100904,50,50,62,76,.,.,.,.,61,52,38,33,54,42,61,56,53,58,.,.,50,50,62,47,43,33,45,32,69,53,63,51,57,59,80,40
'100905,38,38,-1,-1,-1,-1,.,.,54,53,33,39,39,39,47,50,23,31,.,.,38,38,62,56,35,37,44,31,62,58,55,52,53,56,80,20
'100907,-1,-1,-1,-1,.,.,-1,-1,49,53,-1,-1,38,44,45,51,33,48,.,.,-1,-1,52,54,25,37,14,19,50,53,51,54,39,46,50,75
'100908,.,.,-1,-1,.,.,.,.,44,38,.,.,45,30,50,46,.,.,.,.,.,.,42,33,0,0,-1,-1,46,39,41,26,56,70,.,-1
'101802,38,46,.,.,.,.,.,.,38,46,.,.,38,47,40,54,39,46,-1,-1,38,46,37,40,38,46,30,20,-1,-1,41,45,17,58,-1,-1
'101803,-1,-1,-1,-1,-1,-1,.,.,43,55,47,53,39,43,38,63,18,50,.,.,-1,-1,48,48,18,29,25,38,51,56,48,59,30,43,.,.
'101804,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101806,61,37,.,.,.,.,.,.,59,38,.,.,62,40,55,38,59,38,.,.,60,36,64,38,60,36,-1,-1,.,.,61,36,56,41,-1,-1
'101807,-1,-1,-1,-1,-1,-1,.,.,36,36,13,25,9,27,33,33,33,33,.,.,.,.,40,40,-1,-1,-1,-1,-1,-1,40,40,29,29,.,.
'101810,48,36,.,.,.,.,.,.,38,35,28,39,40,36,39,43,45,32,.,.,48,36,38,25,47,34,.,.,.,.,36,38,44,28,-1,-1
'101811,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101814,36,26,.,.,.,.,.,.,32,25,27,20,35,28,29,24,37,28,.,.,36,26,34,25,32,23,8,8,40,40,35,29,28,17,-1,-1
'101815,45,64,.,.,69,77,.,.,57,71,-1,-1,67,67,57,79,36,55,.,.,43,62,57,64,43,62,-1,-1,-1,-1,60,76,-1,-1,.,.
'101819,51,35,.,.,.,.,.,.,52,36,.,.,52,36,42,35,52,36,.,.,50,33,67,39,50,33,-1,-1,.,.,49,30,71,71,-1,-1
'101821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101828,75,65,.,.,.,.,.,.,75,65,71,86,92,67,76,72,76,64,.,.,75,65,75,58,75,65,44,33,-1,-1,75,67,77,58,-1,-1
'101837,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101838,50,54,.,.,.,.,.,.,49,52,44,33,50,53,53,60,49,54,-1,-1,50,54,46,46,48,52,24,6,-1,-1,52,53,40,49,86,57
'101840,.,.,.,.,.,.,-1,-1,20,25,21,26,22,28,37,37,.,.,.,.,.,.,5,14,-1,-1,-1,-1,.,.,21,24,17,33,-1,-1
'101842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101846,31,31,-1,-1,61,61,.,.,35,38,38,38,32,35,35,43,24,30,.,.,30,30,34,33,27,27,19,15,58,50,37,39,27,33,-1,-1
'101847,.,.,.,.,.,.,.,.,50,46,52,46,44,52,50,54,-1,-1,.,.,.,.,50,39,.,.,-1,-1,.,.,54,50,46,42,.,.
'101849,25,42,.,.,-1,-1,.,.,31,37,37,37,29,35,32,42,21,36,.,.,25,42,31,31,19,31,.,.,-1,-1,22,26,50,58,.,.
'101853,46,30,.,.,50,50,.,.,46,33,70,60,45,33,38,35,42,29,-1,-1,46,30,53,30,42,25,11,11,-1,-1,48,36,42,27,-1,-1
'101855,.,.,.,.,.,.,.,.,23,31,23,35,24,32,8,15,25,25,.,.,.,.,32,41,8,8,-1,-1,-1,-1,27,41,15,15,.,.
'101856,33,22,.,.,.,.,.,.,33,22,.,.,34,23,26,15,33,22,.,.,32,20,41,31,32,20,-1,-1,.,.,34,23,-1,-1,-1,-1
'101858,46,48,38,63,82,78,.,.,51,56,45,51,41,47,50,60,43,48,.,.,41,43,51,51,40,43,30,35,70,76,53,60,48,49,29,29
'101859,31,42,.,.,-1,-1,.,.,42,43,47,53,39,40,38,41,35,35,-1,-1,31,42,45,45,29,38,-1,-1,-1,-1,32,42,52,45,-1,-1
'101861,60,60,-1,-1,.,.,.,.,35,42,33,39,35,38,36,45,40,60,.,.,60,60,34,39,44,50,8,8,-1,-1,49,53,25,34,.,.
'101862,57,49,20,20,69,64,.,.,59,59,56,55,53,50,57,67,39,46,-1,-1,55,48,61,52,53,46,7,14,76,78,62,58,50,63,-1,-1
'101864,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101868,.,.,.,.,.,.,.,.,0,7,0,7,0,7,0,11,-1,-1,.,.,.,.,0,0,0,0,-1,-1,.,.,.,.,0,7,.,.
'101870,48,72,-1,-1,-1,-1,.,.,55,65,63,63,54,68,40,62,56,70,.,.,39,56,76,70,35,48,-1,-1,-1,-1,49,60,68,76,.,.
'101871,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101872,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101873,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101874,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101875,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101902,43,30,43,38,72,49,33,11,39,30,27,26,38,28,38,32,42,30,-1,-1,39,25,40,28,32,21,23,20,41,28,41,30,30,29,34,17
'101903,36,30,45,23,63,50,-1,-1,36,32,35,35,35,31,35,35,31,27,36,32,36,30,37,30,34,29,26,23,39,38,37,33,32,29,26,26
'101905,49,42,-1,-1,-1,-1,-1,-1,50,42,37,31,48,40,50,46,52,43,25,33,45,34,50,38,43,34,23,18,47,41,53,42,39,39,71,43
'101906,41,30,43,36,-1,-1,.,.,43,38,28,21,37,28,36,37,39,35,-1,-1,41,30,49,39,33,22,21,14,52,46,46,40,35,32,59,45
'101907,43,42,57,59,78,72,33,50,49,48,34,38,37,37,48,52,40,40,33,38,25,19,50,44,34,33,30,26,65,61,51,50,40,40,41,39
'101908,42,32,41,27,86,71,.,.,49,45,22,22,38,33,44,48,44,39,.,.,42,32,54,41,30,22,24,18,58,55,52,46,39,40,60,40
'101910,49,43,55,55,75,63,.,.,46,41,30,36,44,39,43,44,48,42,-1,-1,49,42,49,39,43,38,25,22,46,44,48,43,36,34,52,36
'101911,40,33,61,53,71,75,-1,-1,41,37,28,27,37,33,40,42,41,35,-1,-1,35,27,42,32,28,21,21,17,48,45,42,37,36,38,32,28
'101912,46,40,71,70,85,80,78,56,46,42,31,29,40,35,45,45,45,39,55,55,43,37,47,38,35,29,28,26,72,69,48,43,38,36,46,39
'101913,37,36,66,58,72,69,40,42,45,46,30,34,31,30,45,50,37,38,45,64,33,30,44,42,25,27,27,28,57,59,47,48,36,38,35,40
'101914,59,54,63,65,87,81,25,50,62,61,45,47,43,42,61,64,49,50,68,63,59,54,63,58,49,46,34,34,67,65,64,62,55,54,67,58
'101915,45,38,57,57,76,70,-1,-1,51,50,36,39,38,37,49,54,42,40,55,55,36,28,53,46,31,25,33,30,63,62,54,52,41,42,51,42
'101916,37,43,45,64,64,73,-1,-1,50,53,34,34,43,46,50,53,50,53,-1,-1,38,44,51,53,35,35,33,33,54,56,52,56,44,43,40,40
'101917,45,46,53,47,79,65,.,.,41,42,28,31,39,40,39,47,40,42,-1,-1,44,44,42,38,37,38,25,22,56,45,42,43,35,38,44,36
'101919,39,41,41,37,64,55,83,33,34,35,26,28,33,33,33,39,36,38,45,43,38,40,36,31,26,26,26,24,48,40,37,37,27,30,22,24
'101920,37,30,56,61,82,75,-1,-1,49,46,31,31,32,28,47,47,36,31,-1,-1,35,27,51,44,34,27,28,28,72,70,50,46,46,43,28,25
'101921,61,56,74,61,82,69,-1,-1,66,62,49,47,50,46,66,66,57,55,40,40,53,47,65,57,42,39,41,28,68,65,68,63,60,58,54,41
'101924,42,34,15,15,-1,-1,.,.,38,33,24,24,36,31,36,33,41,35,-1,-1,41,34,41,32,32,24,18,16,58,42,40,33,34,33,29,29
'101925,23,31,-1,-1,.,.,-1,-1,34,40,17,17,19,25,32,40,22,29,-1,-1,20,28,37,39,16,16,22,25,39,45,41,44,18,29,-1,-1
'102901,-1,-1,-1,-1,.,.,.,.,17,33,33,33,17,33,0,40,-1,-1,.,.,.,.,29,29,20,20,-1,-1,-1,-1,14,29,20,40,.,.
'102902,58,49,22,44,-1,-1,.,.,49,45,32,28,43,40,42,43,58,49,-1,-1,58,49,54,47,47,43,24,24,63,63,51,47,37,33,33,22
'102903,8,23,-1,-1,.,.,.,.,39,35,14,0,26,20,39,43,7,29,.,.,8,23,38,27,15,15,-1,-1,63,48,38,35,44,33,-1,-1
'102904,57,38,50,35,-1,-1,.,.,54,46,27,16,43,33,53,53,41,31,-1,-1,46,21,55,39,35,17,42,17,62,56,65,52,37,38,40,30
'102905,-1,-1,-1,-1,.,.,.,.,64,58,.,.,44,22,64,58,57,43,.,.,-1,-1,64,59,48,42,-1,-1,64,62,59,59,82,55,.,.
'102906,.,.,20,60,.,.,.,.,45,44,-1,-1,42,45,50,45,-1,-1,.,.,.,.,39,43,27,29,0,0,58,46,49,42,39,50,.,.
'103901,-1,-1,.,.,.,.,.,.,27,36,.,.,33,22,33,33,-1,-1,.,.,-1,-1,20,40,-1,-1,-1,-1,43,57,33,33,20,40,-1,-1
'103902,20,20,.,.,.,.,.,.,33,40,.,.,25,33,33,33,22,22,.,.,-1,-1,33,44,17,17,.,.,50,67,25,38,43,43,-1,-1
'104901,-1,-1,.,.,.,.,.,.,31,33,.,.,26,26,27,20,21,16,-1,-1,-1,-1,33,43,22,26,-1,-1,44,56,29,32,38,38,-1,-1
'104903,.,.,.,.,.,.,.,.,38,38,.,.,29,43,60,20,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,43,29,-1,-1,-1,-1
'104907,.,.,.,.,.,.,.,.,25,25,.,.,25,25,-1,-1,-1,-1,.,.,.,.,20,20,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1
'105801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'105802,.,.,.,.,-1,-1,.,.,20,32,14,14,19,31,27,33,18,36,-1,-1,.,.,10,30,13,25,.,.,-1,-1,44,33,6,31,-1,-1
'105803,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.
'105902,31,21,.,.,100,83,-1,-1,38,37,36,36,31,28,35,39,35,32,-1,-1,30,19,41,35,22,14,22,21,45,50,38,39,37,29,38,25
'105904,19,27,71,79,60,57,-1,-1,50,59,20,20,30,35,46,63,35,45,-1,-1,19,25,55,55,30,29,34,38,55,63,49,58,54,61,26,40
'105905,19,0,40,40,.,.,.,.,51,51,-1,-1,23,28,51,56,34,34,-1,-1,19,0,51,45,28,15,25,42,56,56,50,51,55,48,-1,-1
'105906,32,35,50,50,73,73,-1,-1,46,46,33,31,35,33,42,48,37,39,-1,-1,32,35,50,44,26,25,26,22,65,62,48,48,41,41,49,45
'106901,10,20,.,.,.,.,.,.,43,57,.,.,32,46,27,42,29,43,.,.,10,20,58,69,13,20,-1,-1,58,70,38,52,73,82,-1,-1
'107901,42,22,67,44,.,.,.,.,52,35,29,14,45,27,56,41,47,29,.,.,39,13,50,31,37,22,40,23,64,49,52,36,52,29,-1,-1
'107902,21,14,20,20,-1,-1,-1,-1,45,37,56,44,38,27,42,35,29,21,-1,-1,21,14,49,38,28,19,28,17,48,38,44,37,47,36,-1,-1
'107904,.,.,-1,-1,.,.,.,.,48,37,.,.,47,42,62,54,67,50,.,.,.,.,36,21,50,38,-1,-1,45,35,50,39,44,33,.,.
'107905,-1,-1,-1,-1,.,.,.,.,54,50,-1,-1,50,48,55,55,50,50,.,.,-1,-1,53,44,47,40,23,15,54,51,58,53,48,45,-1,-1
'107906,73,36,-1,-1,.,.,-1,-1,78,70,50,50,70,64,71,69,75,50,.,.,78,22,87,71,64,47,69,46,83,79,81,70,70,70,-1,-1
'107907,.,.,.,.,.,.,.,.,20,10,-1,-1,20,10,-1,-1,.,.,.,.,.,.,33,0,.,.,.,.,14,14,-1,-1,33,0,.,.
'107908,-1,-1,.,.,.,.,.,.,40,53,-1,-1,55,45,36,73,-1,-1,.,.,-1,-1,-1,-1,38,38,-1,-1,50,60,50,50,20,60,.,.
'107910,.,.,.,.,.,.,.,.,53,63,.,.,42,53,70,60,-1,-1,-1,-1,.,.,45,64,9,27,17,17,52,63,52,59,60,80,-1,-1
'108802,40,33,.,.,-1,-1,.,.,49,44,.,.,44,37,50,52,50,43,.,.,40,33,48,36,36,33,29,43,40,60,56,53,34,23,-1,-1
'108804,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'108807,39,39,55,82,74,70,-1,-1,42,43,40,44,38,39,41,46,41,43,.,.,38,38,42,41,37,36,27,28,53,45,42,45,42,38,31,38
'108808,53,46,-1,-1,.,.,.,.,53,47,.,.,49,42,55,46,53,47,.,.,49,40,51,48,52,46,31,25,-1,-1,56,50,46,39,-1,-1
'108809,29,35,.,.,.,.,.,.,25,29,.,.,29,29,31,38,25,29,.,.,31,38,13,13,26,30,-1,-1,.,.,42,50,8,8,-1,-1
'108902,33,30,-1,-1,-1,-1,.,.,35,32,.,.,34,31,30,31,35,32,.,.,32,30,40,32,31,28,35,34,-1,-1,36,32,33,29,21,29
'108903,34,22,.,.,.,.,.,.,46,33,-1,-1,46,34,46,37,46,33,.,.,34,22,47,28,27,16,33,27,.,.,45,32,52,38,-1,-1
'108904,60,43,50,33,100,89,.,.,62,50,57,57,59,46,62,53,62,50,.,.,60,43,62,47,53,36,42,32,67,56,64,51,56,48,62,56
'108905,69,52,.,.,.,.,.,.,72,54,.,.,70,52,72,58,72,54,.,.,68,51,72,47,69,49,65,46,.,.,74,56,65,44,.,.
'108906,47,41,-1,-1,88,82,-1,-1,53,47,50,50,48,41,51,48,53,46,.,.,46,40,55,46,42,36,36,32,59,59,55,48,46,46,57,52
'108907,42,25,.,.,.,.,.,.,40,31,.,.,37,28,35,28,40,32,.,.,42,25,43,35,33,22,34,28,-1,-1,40,32,36,30,33,0
'108908,44,35,.,.,-1,-1,.,.,49,40,.,.,47,38,47,44,49,40,-1,-1,43,35,51,36,43,33,22,24,100,80,52,41,39,36,63,38
'108909,57,47,.,.,-1,-1,.,.,58,47,-1,-1,56,45,58,47,57,47,.,.,57,47,58,46,57,46,42,41,86,50,58,47,56,47,50,37
'108910,41,31,.,.,.,.,.,.,43,30,.,.,42,30,41,33,43,30,.,.,40,31,45,27,39,30,36,27,.,.,43,31,43,26,-1,-1
'108911,54,45,-1,-1,92,92,.,.,57,52,-1,-1,51,44,52,50,56,50,-1,-1,49,40,62,53,44,37,33,31,70,70,58,53,54,49,77,54
'108912,47,49,.,.,-1,-1,.,.,51,49,.,.,50,48,50,55,51,49,.,.,47,48,52,44,46,44,36,33,.,.,52,49,48,45,52,48
'108913,48,36,.,.,-1,-1,.,.,55,45,-1,-1,52,41,53,46,54,44,-1,-1,45,33,56,43,53,43,32,24,80,70,55,45,54,40,40,25
'108914,29,0,.,.,.,.,.,.,35,26,.,.,36,27,27,7,35,26,.,.,29,0,42,42,27,12,50,33,.,.,35,27,38,25,-1,-1
'108915,62,21,.,.,.,.,.,.,56,28,.,.,55,24,52,24,57,28,.,.,52,10,58,31,43,9,50,0,-1,-1,55,28,63,25,-1,-1
'108916,69,60,.,.,.,.,.,.,69,61,.,.,68,61,72,62,69,61,.,.,69,60,66,61,68,61,44,44,-1,-1,67,62,77,57,-1,-1
'109901,.,.,-1,-1,.,.,.,.,84,79,.,.,40,40,80,90,-1,-1,.,.,.,.,89,67,57,71,.,.,93,86,88,76,-1,-1,.,.
'109902,-1,-1,.,.,.,.,.,.,56,44,-1,-1,50,40,71,71,-1,-1,.,.,-1,-1,45,27,38,25,60,40,57,50,50,50,63,38,-1,-1
'109903,.,.,.,.,.,.,.,.,67,42,.,.,-1,-1,67,50,-1,-1,.,.,.,.,67,33,43,14,.,.,67,33,63,38,-1,-1,-1,-1
'109904,63,20,29,0,.,.,.,.,61,35,38,31,53,25,61,34,61,25,-1,-1,44,0,60,36,41,3,13,13,76,62,57,34,76,43,-1,-1
'109905,.,.,.,.,.,.,.,.,38,23,-1,-1,27,18,46,31,-1,-1,.,.,.,.,31,15,-1,-1,-1,-1,37,16,36,23,-1,-1,.,.
'109907,20,20,-1,-1,.,.,.,.,23,31,20,20,21,29,4,17,15,30,.,.,20,20,43,46,18,18,-1,-1,33,36,21,34,31,23,-1,-1
'109908,-1,-1,-1,-1,.,.,.,.,29,50,-1,-1,30,50,30,50,13,25,.,.,-1,-1,-1,-1,25,42,-1,-1,-1,-1,40,70,-1,-1,.,.
'109910,-1,-1,-1,-1,.,.,.,.,59,29,-1,-1,64,36,60,40,40,20,.,.,-1,-1,58,25,-1,-1,.,.,67,33,54,23,-1,-1,-1,-1
'109911,56,44,-1,-1,-1,-1,.,.,32,38,40,40,20,30,24,33,41,29,.,.,56,44,41,45,14,17,23,23,29,40,33,40,29,33,-1,-1
'109912,-1,-1,-1,-1,.,.,.,.,65,57,-1,-1,71,53,57,43,-1,-1,.,.,-1,-1,69,63,40,20,.,.,71,76,67,53,63,63,.,.
'109913,-1,-1,.,.,.,.,.,.,38,46,.,.,33,44,50,64,-1,-1,.,.,-1,-1,20,20,29,14,-1,-1,39,48,42,47,20,40,-1,-1
'109914,-1,-1,.,.,.,.,.,.,31,23,.,.,25,25,29,29,-1,-1,.,.,-1,-1,33,17,-1,-1,-1,-1,40,30,36,27,-1,-1,.,.
'110901,-1,-1,-1,-1,.,.,.,.,19,13,.,.,21,7,13,13,15,8,.,.,-1,-1,25,13,-1,-1,-1,-1,-1,-1,27,9,0,20,.,.
'110902,23,6,-1,-1,.,.,.,.,34,37,-1,-1,30,31,27,39,33,35,-1,-1,23,6,42,36,14,12,37,37,41,48,36,37,24,38,33,17
'110905,.,.,.,.,.,.,.,.,29,46,-1,-1,13,25,33,60,17,33,.,.,.,.,22,22,-1,-1,.,.,31,50,28,50,33,33,.,.
'110906,-1,-1,.,.,.,.,.,.,65,46,-1,-1,63,44,57,50,45,36,.,.,.,.,75,42,80,40,-1,-1,79,50,56,38,80,60,-1,-1
'110907,-1,-1,.,.,.,.,.,.,76,53,.,.,60,27,76,67,68,36,.,.,-1,-1,77,31,60,27,-1,-1,92,83,71,43,100,100,.,.
'110908,.,.,-1,-1,.,.,.,.,46,38,.,.,50,17,-1,-1,-1,-1,.,.,.,.,40,40,-1,-1,-1,-1,50,63,40,30,-1,-1,.,.
'111801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'111901,41,26,45,18,67,50,-1,-1,46,41,-1,-1,40,30,46,44,39,28,-1,-1,41,26,46,37,27,20,35,32,49,46,46,41,46,39,29,21
'111902,-1,-1,.,.,.,.,.,.,49,31,.,.,23,23,50,25,40,20,-1,-1,-1,-1,48,35,22,11,-1,-1,52,31,52,33,43,29,.,.
'111903,.,.,-1,-1,-1,-1,.,.,54,44,-1,-1,25,31,63,43,29,29,.,.,.,.,40,45,0,0,-1,-1,62,49,56,50,50,31,-1,-1
'112901,28,40,38,31,-1,-1,.,.,34,39,15,19,27,31,33,50,31,45,.,.,27,39,36,31,18,23,18,6,38,40,35,38,33,45,-1,-1
'112905,-1,-1,.,.,.,.,.,.,40,53,.,.,43,43,40,40,-1,-1,.,.,-1,-1,40,60,40,80,-1,-1,43,57,25,50,57,57,-1,-1
'112906,-1,-1,-1,-1,.,.,.,.,31,33,.,.,26,32,21,21,29,29,.,.,-1,-1,40,45,23,18,0,0,32,32,31,31,30,40,-1,-1
'112907,-1,-1,.,.,.,.,.,.,40,56,.,.,46,46,38,63,-1,-1,.,.,-1,-1,44,44,38,13,-1,-1,38,62,42,58,33,50,-1,-1
'112908,25,20,-1,-1,.,.,.,.,44,39,.,.,31,31,50,40,26,26,.,.,25,20,38,38,26,22,-1,-1,59,48,42,37,55,45,.,.
'112909,-1,-1,.,.,.,.,.,.,81,50,.,.,83,42,88,63,-1,-1,.,.,-1,-1,75,38,-1,-1,-1,-1,92,50,77,38,-1,-1,.,.
'112910,.,.,.,.,.,.,.,.,41,41,.,.,38,38,-1,-1,-1,-1,.,.,.,.,43,50,33,22,.,.,44,44,46,46,-1,-1,-1,-1
'113901,20,20,-1,-1,.,.,.,.,19,19,17,17,18,18,11,15,24,24,-1,-1,20,20,28,23,19,19,22,22,14,14,19,18,17,25,-1,-1
'113902,.,.,-1,-1,.,.,.,.,46,40,30,20,36,28,57,43,-1,-1,.,.,.,.,38,38,20,20,40,20,55,50,45,36,46,46,-1,-1
'113903,.,.,-1,-1,.,.,.,.,60,60,-1,-1,48,52,53,68,-1,-1,.,.,.,.,65,52,-1,-1,14,29,63,56,55,59,69,62,-1,-1
'113905,.,.,.,.,-1,-1,.,.,40,48,.,.,46,38,44,56,-1,-1,.,.,.,.,38,44,0,27,-1,-1,39,48,41,41,38,63,-1,-1
'113906,.,.,.,.,.,.,.,.,67,27,-1,-1,70,10,67,25,-1,-1,.,.,.,.,-1,-1,67,17,-1,-1,73,36,67,44,67,0,-1,-1
'114901,41,9,13,25,83,17,-1,-1,36,24,28,11,31,18,35,25,31,17,.,.,32,0,37,22,32,8,44,35,52,45,36,22,36,28,43,14
'114902,-1,-1,-1,-1,.,.,.,.,29,30,-1,-1,23,23,30,39,26,29,.,.,-1,-1,29,22,8,8,17,17,31,29,30,30,28,32,-1,-1
'114904,.,.,-1,-1,.,.,.,.,63,63,.,.,64,45,58,54,50,50,.,.,.,.,67,71,31,23,40,40,67,67,69,60,46,69,-1,-1
'115901,32,32,.,.,.,.,.,.,31,31,.,.,36,32,44,25,29,32,.,.,32,32,19,38,23,23,.,.,-1,-1,31,35,33,17,-1,-1
'115902,-1,-1,-1,-1,.,.,.,.,17,33,.,.,20,40,-1,-1,20,40,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,20,40,-1,-1,.,.
'115903,-1,-1,.,.,.,.,.,.,17,17,.,.,20,20,-1,-1,0,0,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,20,20,-1,-1,.,.
'116901,88,38,-1,-1,.,.,.,.,71,59,-1,-1,53,47,73,57,67,58,.,.,80,20,68,62,57,35,55,45,71,59,71,61,72,54,-1,-1
'116902,-1,-1,-1,-1,.,.,.,.,38,46,.,.,29,29,38,38,-1,-1,.,.,-1,-1,36,55,-1,-1,-1,-1,38,43,37,47,40,40,.,.
'116903,23,15,33,33,.,.,-1,-1,33,33,9,16,20,21,28,33,22,17,.,.,23,15,40,33,9,11,21,14,55,53,35,34,28,32,-1,-1
'116905,24,20,30,26,-1,-1,-1,-1,27,26,9,11,19,21,27,31,22,21,.,.,24,20,27,22,21,18,8,13,41,40,28,27,24,23,20,10
'116906,-1,-1,-1,-1,.,.,.,.,46,44,-1,-1,32,28,54,46,0,20,.,.,-1,-1,36,42,0,20,0,13,51,48,46,47,46,31,.,.
'116908,19,25,17,33,.,.,.,.,24,25,.,.,16,19,19,29,21,29,-1,-1,19,25,29,21,12,13,29,25,25,22,27,27,16,20,-1,-1
'116909,-1,-1,-1,-1,.,.,.,.,68,73,-1,-1,65,61,64,68,-1,-1,.,.,-1,-1,75,83,64,64,-1,-1,68,84,66,72,75,75,-1,-1
'116910,.,.,.,.,-1,-1,.,.,21,32,.,.,8,33,18,27,-1,-1,.,.,.,.,25,38,20,20,17,17,13,13,17,33,29,29,.,.
'116915,33,17,.,.,.,.,.,.,72,56,.,.,53,33,65,59,38,25,.,.,-1,-1,80,53,61,33,50,33,83,67,76,52,64,64,.,.
'116916,-1,-1,-1,-1,.,.,.,.,36,42,.,.,33,28,37,58,-1,-1,.,.,-1,-1,36,21,25,30,-1,-1,39,46,41,41,27,45,.,.
'117901,38,38,58,58,.,.,.,.,48,38,-1,-1,43,35,53,46,49,33,-1,-1,38,38,43,29,27,31,21,8,47,39,49,39,44,34,-1,-1
'117903,.,.,.,.,.,.,.,.,35,37,.,.,19,19,24,43,.,.,-1,-1,.,.,44,32,14,14,22,11,33,36,34,39,38,25,-1,-1
'117904,-1,-1,-1,-1,.,.,.,.,38,35,.,.,31,31,36,18,0,50,.,.,-1,-1,38,42,17,33,-1,-1,46,36,36,36,44,33,-1,-1
'117907,.,.,-1,-1,.,.,.,.,45,55,.,.,20,40,29,57,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,71,57,57,57,-1,-1,.,.
'118902,.,.,-1,-1,.,.,.,.,35,45,.,.,0,33,50,40,-1,-1,.,.,.,.,20,50,-1,-1,-1,-1,38,44,38,46,29,43,.,.
'119901,-1,-1,.,.,.,.,.,.,46,31,.,.,33,33,33,33,-1,-1,.,.,-1,-1,57,29,-1,-1,-1,-1,40,20,60,40,-1,-1,.,.
'119902,36,14,-1,-1,.,.,.,.,42,34,.,.,46,31,42,42,38,17,-1,-1,18,0,43,29,14,4,25,25,43,41,41,33,50,42,-1,-1
'119903,.,.,-1,-1,.,.,.,.,32,42,.,.,17,50,15,38,-1,-1,.,.,.,.,67,50,-1,-1,-1,-1,27,40,33,40,-1,-1,-1,-1
